latitude,longitude,altitude,geometry,Name,Company,Industry,CO2_emissions_t,Source_CO2_emissions,City,Province,Primary product,Installed Capacity [t/a],Columna1,Utility of the installed capacity,Process,year_emission,Source,CO2 factor [tCO2/tproduct]
-38.24736618,-57.82379749,,Point,CT MIRAMAR I - ENERGYST,,Fossil Thermal Power Plant,23587,Industrial point source,Miramar,Buenos Aires,,20,,,,2021,CAMMESA,2.697170552
-23.1386542,-64.31143463,,Point,CT ORAN - SECCO,,Fossil Thermal Power Plant,3717,Industrial point source,San Ramon de la Nueva Oran,Salta,,15,,,,2021,CAMMESA,2.697170552
-28.52995995,-65.80098711,,Point,CT PARQUE INDUSTR.CATAM-SECCO,,Fossil Thermal Power Plant,8843,Industrial point source,VALLE VIEJO,Catamarca,,15,,,,2021,CAMMESA,2.697170552
-27.32287605,-58.56667495,,Point,CT PASO LA PATRIA-TURBODISEL,,Fossil Thermal Power Plant,1189,Industrial point source,Paso de la Patria,Corrientes,,7.2,,,,2021,CAMMESA,2.697170552
-33.01941125,-60.82494636,,Point,CT PEREZ - SECCO,,Fossil Thermal Power Plant,109776,Industrial point source,Perez,Santa Fe,,81.088,,,,2021,CAMMESA,2.654963545
-38.03244943,-62.3371078,,Point,CT PIEDRABUENA MG(L.LATA),,Fossil Thermal Power Plant,173945,Industrial point source,Bahia Blanca,Buenos Aires,,100.02,,,,2021,CAMMESA,2.60588246
-31.66577634,-63.83191433,,Point,CT PILAR - EPEC,,Fossil Thermal Power Plant,1055603,Industrial point source,Ciudad de Pilar,Córdoba,,466,,,,2021,CAMMESA,2.247785773
-34.2986356,-58.95101224,,Point,CT PILAR BS AS- PAMPA ENERGÍA,,Fossil Thermal Power Plant,187528,Industrial point source,Pilar,Buenos Aires,,100.398,,,,2021,CAMMESA,2.624673504
-25.67861,-59.07556,,Point,CT PIRANE - SULLAIR,,Fossil Thermal Power Plant,10675,Industrial point source,Pirané ,Formosa,,16.25,,,,2021,CAMMESA,2.697170552
-26.15352072,-59.60000813,,Point,CT PRESIDENCIA ROCA,,Fossil Thermal Power Plant,1276,Industrial point source,Libertador General San Martín,Chaco,,6,,,,2021,CAMMESA,2.697170552
-31.25667,-61.52028,,Point,CT RAFAELA - SECCO,,Fossil Thermal Power Plant,7300,Industrial point source,CASTELLANOS,Santa Fe,,19.2,,,,2021,CAMMESA,2.697170552
-35.055,-64.24056,,Point,CT REALICO - SECCO,,Fossil Thermal Power Plant,6721,Industrial point source,REALICO,La Pampa,,24,,,,2021,CAMMESA,2.697170552
-32.60348225,-60.79474192,,Point,CT RENOVA - ALBANESI ENERGIA,,Fossil Thermal Power Plant,457321,Industrial point source,Timbues,Santa Fe,,172,,,,2021,CAMMESA,2.168482577
-32.16105961,-64.15478473,,Point,CT RIO TERCERO II - SoENERGY,,Fossil Thermal Power Plant,30138,Industrial point source,Río Tercero,Córdoba,,60,,,,2021,CAMMESA,2.306401179
-38.64532632,-67.6716524,,Point,CT ROCA SA,,Fossil Thermal Power Plant,502028,Industrial point source,General Roca,Río Negro,,193.13,,,,2021,CAMMESA,2.135439578
-34.28871794,-62.66959238,,Point,CT RUFINO Sta Fe - ENARSA,,Fossil Thermal Power Plant,8965,Industrial point source,Rufino,Santa Fe,,31.9,,,,2021,CAMMESA,2.697170552
-26.81555556,-60.41138889,,Point,CT SAENZ PEÑA - APR ENERGY,,Fossil Thermal Power Plant,3654,Industrial point source,COMANDANTE FERNANDEZ,Chaco,,20,,,,2021,CAMMESA,2.697170552
-26.81477999,-60.41267637,,Point,CT SAENZ PEÑA II- AGGREKO,,Fossil Thermal Power Plant,4626,Industrial point source,COMANDANTE FERNANDEZ,Chaco,,15,,,,2021,CAMMESA,2.697170552
-34.20426055,-60.24871635,,Point,CT SALTO 2 - SoENERGY,,Fossil Thermal Power Plant,103648,Industrial point source,Salto,Buenos Aires,,63,,,,2021,CAMMESA,2.306401179
-26.55845431,-59.32413238,,Point,CT SAN MARTIN Chaco,,Fossil Thermal Power Plant,1320,Industrial point source,General José de San Martín,Chaco,,15,,,,2021,CAMMESA,2.697170552
-33.77667601,-59.72699232,,Point,CT SAN PEDRO - CIERRE CC,,Fossil Thermal Power Plant,33804,Industrial point source,San Pedro,Buenos Aires,,50.46,,,,2021,CAMMESA,1.94819592
-33.77822014,-59.72715283,,Point,CT SAN PEDRO - SPI ENERGY SA,,Fossil Thermal Power Plant,46087,Industrial point source,San Pedro,Buenos Aires,,108,,,,2021,CAMMESA,2.266510139
-31.60970051,-58.48874915,,Point,CT SAN SALVADOR E.Rios -ENARSA,,Fossil Thermal Power Plant,1815,Industrial point source,San Salvador,Entre Ríos,,10.8,,,,2021,CAMMESA,2.697170552
-35.04344836,-58.32534848,,Point,CT SAN VICENTE BsAs - ENARSA,,Fossil Thermal Power Plant,4595,Industrial point source,San Vicente,Buenos Aires,,27.6,,,,2021,CAMMESA,2.697170552
-28.26247793,-58.12262641,,Point,CT SANTA ROSA -TURBODISEL,,Fossil Thermal Power Plant,1988,Industrial point source,Santa Rosa,Corrientes,,7.2,,,,2021,CAMMESA,2.697170552
-28.42876224,-65.78746942,,Point,CT TEREVINTOS - SECCO,,Fossil Thermal Power Plant,2652,Industrial point source,San Fernando del Valle de Catamarca,Catamarca,,8,,,,2021,CAMMESA,2.697170552
-28.04904452,-67.56608993,,Point,CT TINOGASTA - SULLAIR,,Fossil Thermal Power Plant,4169,Industrial point source,TINOGASTA,Catamarca,,15,,,,2021,CAMMESA,2.697170552
-33.75246685,-61.99327364,,Point,CT VENADO TUERTO - SECCO,,Fossil Thermal Power Plant,7617,Industrial point source,GENERAL LOPEZ,Santa Fe,,19.2,,,,2021,CAMMESA,2.697170552
-31.89194,-60.01056,,Point,CT VIALE - AGGREKO,,Fossil Thermal Power Plant,4529,Industrial point source,PARANA,Entre Ríos,,10,,,,2021,CAMMESA,2.697170552
-27.60214589,-60.74649601,,Point,CT VILLA ANGELA - AGGREKO,,Fossil Thermal Power Plant,4977,Industrial point source,MAYOR LUIS J. FONTANA,Chaco,,15,,,,2021,CAMMESA,2.697170552
-37.24848426,-56.99724588,,Point,CT VILLA GESELL-CATLANT.,,Fossil Thermal Power Plant,333196,Industrial point source,Villa Gesell,Buenos Aires,,80,,,,2021,CAMMESA,2.168482577
-32.42693676,-63.17188574,,Point,CT VILLA MARIA CIERRE CC-UENSA,,Fossil Thermal Power Plant,630749,Industrial point source,Villa Maria,Córdoba,,105.1,,,,2021,CAMMESA,2.318567991
-28.51609309,-59.34577171,,Point,CT VILLA OCAMPO - SECCO,,Fossil Thermal Power Plant,32945,Industrial point source,Villa Ocampo,Santa Fe,,50.35,,,,2021,CAMMESA,2.934725729
-32.48882628,-60.79097087,,Point,CT VUELTA DE OBLIGADO,,Fossil Thermal Power Plant,1829953,Industrial point source,Timbúes,Santa Fe,,846.565,,,,2021,CAMMESA,2.306401179
-34.71869221,-58.73797554,,Point,CT ZAPPALORTO - APR ENERGY,,Fossil Thermal Power Plant,15249,Industrial point source,Merlo,Buenos Aires,,109.04,,,,2021,CAMMESA,2.152461729
-28.19232818,-65.11339956,,Point,EDECAT GENERACION,,Fossil Thermal Power Plant,397,Industrial point source,San Fernando del Valle de Catamarca,Catamarca,,4.8,,,,2021,CAMMESA,2.697170552
-34.05179982,-58.92965791,,Point,EDEN GENERACION,,Fossil Thermal Power Plant,1627,Industrial point source,San Nicolas,Buenos Aires,,27.728,,,,2021,CAMMESA,2.697170552
-45.79136316,-67.52324552,,Point,ELECTROPATAGONIA-C.RIV-C.COMB.,,Fossil Thermal Power Plant,15137,Industrial point source,Comodoro Rivadavia,Chubut,,63,,,,2021,CAMMESA,1.94819592
-34.62334842,-58.34179385,,Point,ENDESA COSTANERA SA,,Fossil Thermal Power Plant,2518331,Industrial point source,CABA,Buenos Aires,,2303.6,,,,2021,CAMMESA,2.263968409
-45.79337549,-67.51392216,,Point,ENERGIA DEL SUR S.A.,,Fossil Thermal Power Plant,226761,Industrial point source,Comodoro Rivadavia,Chubut,,125.1,,,,2021,CAMMESA,1.94819592
-33.15913174,-64.36424725,,Point,GEN.MEDITERRANEA (CONT.PLUS),,Fossil Thermal Power Plant,36744,Industrial point source,RIO CUARTO,Córdoba,,120,,,,2021,CAMMESA,2.197854131
-33.15913174,-64.36424725,,Point,GEN.MEDITERRANEA GRUPO 5,,Fossil Thermal Power Plant,27675,Industrial point source,RIO CUARTO,Córdoba,,60,,,,2021,CAMMESA,2.197854131
-34.9038311,-58.73254676,,Point,GENELBA - PETROBRAS,,Fossil Thermal Power Plant,1898589,Industrial point source,Marcos Paz,Buenos Aires,,684.4,,,,2021,CAMMESA,1.94819592
-34.9038311,-58.73254676,,Point,GENELBA - RES.287,,Fossil Thermal Power Plant,1396334,Industrial point source,Marcos Paz,Buenos Aires,,381.19,,,,2021,CAMMESA,1.94819592
-28.56386859,-65.12249001,,Point,GENERACION FRIAS S.A.,,Fossil Thermal Power Plant,15755,Industrial point source,Frias,Santiago del Estero,,60,,,,2021,CAMMESA,2.269185048
-26.86672994,-65.22196012,,Point,GENERACION INDEPENDENCIA S.A.,,Fossil Thermal Power Plant,28961,Industrial point source, San Miguel de Tucumán,Tucumán,,120,,,,2021,CAMMESA,2.272076842
-27.7529612,-64.26512026,,Point,GENERACION LA BANDA S.A.,,Fossil Thermal Power Plant,2514,Industrial point source,La Banda,Santiago del Estero,,26,,,,2021,CAMMESA,2.12103622
-32.94821426,-64.37649144,,Point,GENERACION MEDITERRANEA,,Fossil Thermal Power Plant,6470,Industrial point source,Rio Cuarto,Córdoba,,68,,,,2021,CAMMESA,2.197854131
-32.94821426,-64.37649144,,Point,GENERACION MEDITERRANEA 220,,Fossil Thermal Power Plant,31381,Industrial point source,Rio Cuarto,Córdoba,,94.961,,,,2021,CAMMESA,2.2923194
-29.38221469,-66.83430162,,Point,GENERACION RIOJANA SA,,Fossil Thermal Power Plant,13132,Industrial point source,La Rioja,La Rioja,,88,,,,2021,CAMMESA,2.315874376
-32.13195934,-64.15615033,,Point,GENERADORA Córdoba S.A.,,Fossil Thermal Power Plant,1537,Industrial point source,Rio tercero,Córdoba,,26,,,,2021,CAMMESA,2.381812812
-26.99427143,-65.16588094,,Point,GENERADORA ELEC.Tucumán SA,,Fossil Thermal Power Plant,9198,Industrial point source,San Miguel de Tucumán,Tucumán,,232,,,,2021,CAMMESA,1.94819592
-31.51232265,-68.53794739,,Point,HIDROTERMICA SAN JUAN,,Fossil Thermal Power Plant,6068,Industrial point source,Ullum,San Juan,,30,,,,2021,CAMMESA,2.152461729
-34.88934876,-57.92261647,,Point,LA PLATA COGENERACION SA,,Fossil Thermal Power Plant,339665,Industrial point source,Ensenada,Buenos Aires,,128,,,,2021,CAMMESA,1.94819592
-23.82178298,-64.78451309,,Point,LEDESMA SAAI,,Fossil Thermal Power Plant,7544,Industrial point source,Caimancito,Jujuy,,,,,,2021,CAMMESA,1.94819592
-33.05228875,-68.97986675,,Point,LUJAN DE CUYO COGENERAC.PUERTO,,Fossil Thermal Power Plant,265976,Industrial point source, Luján de Cuyo,Mendoza,,95.32,,,,2021,CAMMESA,1.94819592
-34.62294757,-58.34179446,,Point,MOTOGENERADORES COSTANERA,,Fossil Thermal Power Plant,47985,Industrial point source,CABA,Buenos Aires,,35.6,,,,2021,CAMMESA,2.922222825
-34.58607819,-61.06726008,,Point,NIDERA SAFORCADA-Junin,,Fossil Thermal Power Plant,20,Industrial point source,Junin,Buenos Aires,,,,,,2021,CAMMESA,1.94819592
-24.68842844,-65.04387511,,Point,PAMPA ENERGIA SA,,Fossil Thermal Power Plant,78724,Industrial point source,Gral. Güemes,Salta,,295.25,,,,2021,CAMMESA,1.94819592
-34.88980716,-57.92284166,,Point,REFINERIA LA PLATA AUTOG,,Fossil Thermal Power Plant,10998,Industrial point source,La Plata,Buenos Aires,,,,,,2021,CAMMESA,1.94819592
-34.65330519,-58.34357618,,Point,SHELL CAPSA PTA. DOCK SUD,,Fossil Thermal Power Plant,25501,Industrial point source, Dock Sud,Buenos Aires,,,,,,2021,CAMMESA,1.94819592
-33.35478022,-60.1730117,,Point,SIDERAR PTA. IND. SAN NICOLAS,,Fossil Thermal Power Plant,31,Industrial point source,San Nicolás de los Arroyos,Buenos Aires,,,,,,2021,CAMMESA,1.94819592
-49.33023006,-72.88361232,,Point,SINOPEC Arg. - El Huemul,,Fossil Thermal Power Plant,29407,Industrial point source,,Santa Cruz,,,,,,2021,CAMMESA,1.94819592
-38.78541148,-62.25754249,,Point,SOLALBAN ENERGIA SA,,Fossil Thermal Power Plant,42405,Industrial point source,Ezeiza,Buenos Aires,,,,,,2021,CAMMESA,1.94819592
-32.66237097,-60.74916497,,Point,TERMINAL 6 COGENERACION PUERTO,,Fossil Thermal Power Plant,209988,Industrial point source,San Lorenzo,Santa Fe,,380.04,,,,2021,CAMMESA,2.210337041
-32.57020631,-60.79050355,,Point,TERMOELE. JOSE SAN MARTIN S.A,,Fossil Thermal Power Plant,2045982,Industrial point source,Timbúes,Santa Fe,,865.14,,,,2021,CAMMESA,2.297717415
-38.68206102,-62.42135034,,Point,TERMOELECTRICA GUILLERMO BROWN,,Fossil Thermal Power Plant,1021465,Industrial point source,Daniel Cerri,Buenos Aires,,582.6,,,,2021,CAMMESA,2.236263086
-34.14974236,-59.00582295,,Point,TERMOELECTRICA M.BELGRANO S.A.,,Fossil Thermal Power Plant,2150020,Industrial point source,Campana ,Buenos Aires,,873,,,,2021,CAMMESA,2.236263086
-38.13400181,-68.00363319,,Point,YAC.ENTRE LOMAS AUTOGENERADOR,,Fossil Thermal Power Plant,27680,Industrial point source,Entre Lomas,Río Negro,,,,,,2021,CAMMESA,1.94819592
-38.92994561,-69.16904786,,Point,YPF Autogenerador Pza. Huincul,,Fossil Thermal Power Plant,161867,Industrial point source,Plaza Huincul,Neuquén,,,,,,2021,CAMMESA,1.94819592
-45.63426933,-67.80866884,,Point,YPF CT MANANTIALES BEHR II AG,,Fossil Thermal Power Plant,8767,Industrial point source,Manantiales Behr,Chubut,,,,,,2021,CAMMESA,1.94819592
-45.67203528,-67.75657658,,Point,YPF EL TREBOL CT MANANT. BEHR,,Fossil Thermal Power Plant,6,Industrial point source,Manantiales Behr,Chubut,,,,,,2021,CAMMESA,1.94819592
-34.89017736,-57.92279843,,Point,YPF LA PLATA COGENERACION,,Fossil Thermal Power Plant,228277,Industrial point source,Ensenada,Buenos Aires,,90.2,,,,2021,CAMMESA,2.135439578
-46.1958354,-69.26507537,,Point,YPF LOS PERALES AUTOG,,Fossil Thermal Power Plant,68352,Industrial point source, Los Perales – Las Mesetas,Santa Cruz,,,,,,2021,CAMMESA,1.94819592
-37.29578133,-69.06655773,,Point,YPF YAC P.HERNANDEZ AUTOG,,Fossil Thermal Power Plant,26,Industrial point source,Rincon de los Sauces,Neuquén,,,,,,2021,CAMMESA,1.94819592
-29.1177703,-59.64047481,,Point,BIOGAS CT AVELLANEDA SECCO,,Biogas Power Plant,41391,Biogenic point source,General Obligado,Santa Fe,Electrical energy,6.3,,,,2022,CAMMESA/Bio4,18
-33.17984121,-64.3831869,,Point,CENTRAL BIOELECTRICA R.CUARTO1,,Biogas Power Plant,13140,Biogenic point source,Rio Cuarto},Córdoba,Electrical energy,2,,,,2022,CAMMESA/Bio4,18
-33.17824283,-64.37979659,,Point,C.BIOELECT.R.CUARTO1 REN2,,Biogas Power Plant,10249.2,Biogenic point source,Rio Cuarto},Córdoba,Electrical energy,1.56,,,,2022,CAMMESA/Bio4,18
-33.18287626,-64.38488206,,Point,C.BIOELECT.R.CUARTO2 REN1,,Biogas Power Plant,7884,Biogenic point source,Rio Cuarto},Córdoba,Electrical energy,1.2,,,,2022,CAMMESA/Bio4,18
-33.18400764,-64.38492497,,Point,C.BIOELECT.R.CUARTO2 REN2,,Biogas Power Plant,7884,Biogenic point source,Rio Cuarto},Córdoba,Electrical energy,1.2,,,,2022,CAMMESA/Bio4,18
-26.84580608,-65.13499577,,Point,BIOGAS CTBG CITRUSVIL-ALCOVIL,,Biogas Power Plant,19710,Biogenic point source,Cevil Pozo,Tucumán,Electrical energy,3,,,,2022,CAMMESA/Bio4,18
-34.86081282,-57.96314619,,Point,BIOGAS RS CT ENSENADA SECCO,,Biogas Power Plant,34821,Biogenic point source,Ensenada,Buenos Aires,Electrical energy,5.3,,,,2022,CAMMESA/Bio4,18
-36.01532605,-60.10616456,,Point,CTBG GENERAL ALVEAR,,Biogas Power Plant,6570,Biogenic point source,General Alvear,Buenos Aires,Electrical energy,1,,,,2022,CAMMESA/Bio4,18
-32.78552086,-64.19518873,,Point,BIOGAS CTBG GIGENA I,,Biogas Power Plant,7884,Biogenic point source,General Cabrera,Córdoba,Electrical energy,1.2,,,,2022,CAMMESA/Bio4,18
-33.9234622,-65.15093963,,Point,BIOGAS CTBG JUSTO DARACT,,Biogas Power Plant,6570,Biogenic point source,Justo Daract,San Luis,Electrical energy,1,,,,2022,CAMMESA/Bio4,18
-35.38242174,-59.44253713,,Point,BIOGAS CTBG PACUCA BIO ENERGÍA,,Biogas Power Plant,6570,Biogenic point source, Roque Pérez,Buenos Aires,Electrical energy,1,,,,2022,CAMMESA/Bio4,18
-33.92388171,-60.53821415,,Point,BIOGAS CTBG PERGAMINO,,Biogas Power Plant,15768,Biogenic point source,Pergamino,Buenos Aires,Electrical energy,2.4,,,,2022,CAMMESA/Bio4,18
-34.5315305,-58.6087694,,Point,C.T.SAN MARTIN NORTE 3A,,Biogas Power Plant,33507,Biogenic point source,SAN MIGUEL,Buenos Aires,Electrical energy,5.1,,,,2022,CAMMESA/Bio4,18
-34.52484812,-58.61664438,,Point,CT SAN MIGUEL NORTE III-ENARSA,,Biogas Power Plant,75555,Biogenic point source,San Miguel,Buenos Aires,Electrical energy,11.5,,,,2022,CAMMESA/Bio4,18
-34.18229245,-62.05263989,,Point,ENERGIA AGRO S.A.U,,Biogas Power Plant,9296.55,Biogenic point source,Christophersen,Santa Fe,Electrical energy,1.415,,,,2022,CAMMESA/Bio4,18
-34.7468824,-65.24745477,,Point,BIOGAS CTBG TIGONBU,,Biogas Power Plant,13140,Biogenic point source,Buena Esperanza,San Luis,Electrical energy,2,,,,2022,CAMMESA/Bio4,18
-31.57330076,-63.55084309,,Point,BIOGAS CTBG VILLA DEL ROS. CGY,,Biogas Power Plant,6570,Biogenic point source,Bajo Grande,Córdoba,Electrical energy,1,,,,2022,CAMMESA/Bio4,18
-33.69118337,-62.04103717,,Point,BIOGAS CTBG VENADO TUERTO,,Biogas Power Plant,13797,Biogenic point source, Venado Tuerto,Santa Fe,Electrical energy,2.1,,,,2022,CAMMESA/Bio4,18
-33.3801343,-65.58307536,,Point,BIO ENERGÍA YANQUETRUZ S.A.,,Biogas Power Plant,9855,Biogenic point source,Juan Llerena,San Luis,Electrical energy,1.5,,,,2022,CAMMESA/Bio4,18
-33.41661903,-62.48488564,,Point,BIOGAS CTBG ENRECO,,Biogas Power Plant,13140,Biogenic point source,Guatimozin,Córdoba,Electrical energy,2,,,,2022,CAMMESA/Bio4,18
-33.37826423,-65.56900085,,Point,CTBG BIO ENERGÍA YANQUETRUZ II,,Biogas Power Plant,5256,Biogenic point source,Juan Llerena,San Luis,Electrical energy,0.8,,,,2022,CAMMESA/Bio4,18
-33.17284854,-64.40235703,,Point,CTBG BIO. SANTA CATALINA,,Biogas Power Plant,13140,Biogenic point source,Holmberg,Córdoba,Electrical energy,2,,,,2022,CAMMESA/Bio4,18
-37.7688202,-67.70917058,,Point,BIOGAS CTBG AB ENERGÍA,,Biogas Power Plant,13140,Biogenic point source,25 de Mayo,La Pampa,Electrical energy,2,,,,2022,CAMMESA/Bio4,18
-27.62976944,-55.43596538,,Point,CT BIOMASA MM BIOENERGÍA,,Biogas Power Plant,19710,Biogenic point source,Cerro Azul,Misiones,Electrical energy,3,,,,2022,CAMMESA/Bio4,18
-34.52028708,-58.62735174,,Point,CTBRS SAN MARTÍN NORTE III-D,,Biogas Power Plant,33507,Biogenic point source,Tigre,Buenos Aires,Electrical energy,5.1,,,,2022,CAMMESA/Bio4,18
-33.76336033,-60.09148466,,Point,BIOGAS CTBG ARRE BEEF SA,,Biogas Power Plant,9855,Biogenic point source,Ramallo,Buenos Aires,Electrical energy,1.5,,,,2022,CAMMESA/Bio4,18
-38.69554547,-62.46569561,,Point,BIOGAS CT RESENER SA,,Biogas Power Plant,5256,Biogenic point source, Bahía Blanca,Buenos Aires,Electrical energy,0.8,,,,2022,CAMMESA/Bio4,18
-31.19186042,-64.28926368,,Point,CTBG POLLOS SAN MATEO,,Biogas Power Plant,15768,Biogenic point source, Río Ceballos ,Córdoba,Electrical energy,2.4,,,,2022,CAMMESA/Bio4,18
-34.99825504,-62.99354435,,Point,CTBG GENERAL VILLEGAS Ren 2,,Biogas Power Plant,8015.4,Biogenic point source,GENERAL VILLEGAS,Buenos Aires,Electrical energy,1.22,,,,2022,CAMMESA/Bio4,18
-38.92880502,-69.18029111,,Point,YPF Plaza Huincul,YPF SA,Methanol,275370,Industrial point source,Plaza Huincul,Neuquén,Methanol,411000,,,Lurgi,2021,Estimated. See sources and methodology,0.67
-32.65892352,-60.73470953,,Point,Arauco General San Martin,Arauco Argentina S.A. ,Methanol,33500,Industrial point source,Puerto General San Martín,Santa Fe,Methanol,50000,,,Lurgi,2021,Estimated. See sources and methodology,0.67
-34.88514453,-57.91350126,,Point,La Plata Refinery,YPF SA,Refinery,2224965.517,Industrial point source,Ensenada,Buenos Aires,Combustible,190000,,,,,Estimated. See sources and methodology,
-33.07089296,-68.97531701,,Point,Lujan de Cuyo Refinery,YPF SA,Refinery,1229586.207,Industrial point source,Lujan de Cuyo,Mendoza,Combustible,105000,,,,,Estimated. See sources and methodology,
-38.9288127,-69.18736154,,Point,Plaza Huincul Refinery,YPF SA,Refinery,292758.6207,Industrial point source,Plaza Huincul,Neuquén,Combustible,25000,,,,,Estimated. See sources and methodology,
-34.64167707,-58.33684622,,Point,Raizen Dock Sud,Raizen,Refinery,1171034.483,Industrial point source,Dock Sud,Buenos Aires,Combustible,100000,,,,,Estimated. See sources and methodology,
-34.15453734,-58.95403325,,Point,Axion Campana Refinery,PAE,Refinery,1171034.483,Industrial point source,Campana,Buenos Aires,Combustible,100000,,,,,Estimated. See sources and methodology,
-22.20022216,-63.66914578,,Point,REFINOR Campo Duran Refinery,,Refinery,351310.3448,Industrial point source,Campo Durán,Salta,,30000,,,,,Estimated. See sources and methodology,
-38.72155716,-62.29859593,,Point,TRAFIGURA Bahia Blanca Refinery,,Refinery,351310.3448,Industrial point source,Bahia Blanca,Buenos Aires,,30000,,,,,Estimated. See sources and methodology,
-32.69234971,-60.73547591,,Point,PAMPA ENERGIA SA,,Ethylene,25916,Industrial point source,Pto General San Martín,Santa Fe,Etileno,31000,,,Fish,2021,Estimated. See sources and methodology,0.836
-38.65309984,-62.28055105,,Point,PBB Polisur S.A.,,Ethylene,229900,Industrial point source,Bahia Blanca,Buenos Aires,Etileno,275000,,,Linde,2021,Estimated. See sources and methodology,0.836
-38.65309984,-62.28055105,,Point,PBB Polisur S.A.,,Ethylene,355300,Industrial point source,Bahia Blanca,Buenos Aires,Etileno,425000,,,CF Braun/Dow Chem.,2021,Estimated. See sources and methodology,0.836
-27.94617937,-56.00073193,,Point,CT BIOMASA GARRUCHOS,,Biomass Power Plant,257714.3512,Biogenic point source,Gob. Virasoro,Corrientes,,36,255922.891,,,,Estimated. See sources and methodology,1.007
-31.83992999,-63.44270922,,Point,CTBM. GENERACIÓN LAS JUNTURAS,,Biomass Power Plant,60021.67209,Biogenic point source,Las Junturas,Córdoba,,0.6,59604.441,,,,Estimated. See sources and methodology,1.007
-27.07223015,-65.23077638,,Point,CTBM INGENIO LEALES,,Biomass Power Plant,5855.11087,Biogenic point source,Los Sueldos,Tucumán,,2,5814.41,,,,Estimated. See sources and methodology,1.007
-28.23787262,-58.06779436,,Point,CT BIOMASA SANTA ROSA CORRIENTES,,Biomass Power Plant,122490.2061,Biogenic point source,Santa Rosa ,Corrientes,,15,121638.735,,,,Estimated. See sources and methodology,1.007
-27.1024196,-59.44379683,,Point,CT BIOMASA LA ESCONDIDA CHACO,,Biomass Power Plant,40100.60094,Biogenic point source, La Escondida,Chaco,,10,39821.848,,,,Estimated. See sources and methodology,1.007
-27.37139972,-59.08705038,,Point,CTBM BIOMASA UNITAN SEIS MEGA,,Biomass Power Plant,1307.533108,Biogenic point source,Puerto Tiro,Chaco,,6.7,1298.444,,,,Estimated. See sources and methodology,1.007
-26.47536011,-54.72039929,,Point,ALTO PARANA-PTO.PIRAY,,Biomass Power Plant,88234.82331,Biogenic point source,Puerto Piray ,Misiones,,,87621.473,,,,Estimated. See sources and methodology,1.007
-27.2644536,-65.56637912,,Point,ARCOR ING.LA PROVIDENCIA,,Biomass Power Plant,16590.35018,Biogenic point source, Río Seco ,Tucumán,,,16475.025,,,,Estimated. See sources and methodology,1.007
-27.45834206,-65.60604599,,Point,AZUCARERA JUAN M.TERAN SA,,Biomass Power Plant,6297.718587,Biogenic point source,Santa Bárbara,Tucumán,,,6253.941,,,,Estimated. See sources and methodology,1.007
-27.63019753,-55.43580567,,Point,CT BIOMASA MM BIOENERGÍA,,Biomass Power Plant,13977.00694,Biogenic point source,Cerro Azul,Misiones,,,13879.848,,,,Estimated. See sources and methodology,1.007
-32.79407682,-63.86537614,,Point,CT PRODEMAN BIOENERGÍA,,Biomass Power Plant,60021.67209,Biogenic point source,General Cabrera ,Córdoba,,,59604.441,,,,Estimated. See sources and methodology,1.007
-26.02800244,-54.58478971,,Point,ECO-ENERGIA S.A.BIOMASA,,Biomass Power Plant,18829.89501,Biogenic point source,Puerto Esperanza,Misiones,,,18699.002,,,,Estimated. See sources and methodology,1.007
-32.70126887,-63.43327446,,Point,GENERACION TICINO BIOMASA SA,,Biomass Power Plant,25099.65022,Biogenic point source,Ticino,Córdoba,,,24925.174,,,,Estimated. See sources and methodology,1.007
-23.2537127,-64.24116463,,Point,Ingenio y Ref.S.Martin Tabacal,,Biomass Power Plant,98553.77889,Biogenic point source,Orán,Salta,,,97868.698,,,,Estimated. See sources and methodology,1.007
-34.1667324,-61.06726849,,Point,NIDERA SAFORCADA-Junin,,Biomass Power Plant,12.292449,Biogenic point source,Saforcada,Buenos Aires,,,12.207,,,,Estimated. See sources and methodology,1.007
-26.93529417,-55.12206674,,Point,PAPEL MISIONERO S.A.,,Biomass Power Plant,270.788342,Biogenic point source,Puerto Leoni,Misiones,,,268.906,,,,Estimated. See sources and methodology,1.007
